header-dhcprange,end_address*,_new_end_address,start_address*,_new_start_address,always_update_dns,boot_file,boot_server,broadcast_address,comment,ddns_domainname,deny_all_clients,deny_bootp,disabled,domain_name,domain_name_servers,enable_ddns,enable_pxe_lease_time,enable_threshold_email_warnings,enable_threshold_snmp_warnings,enable_thresholds,exclusion_ranges,failover_association,fingerprint_filter_rules,generate_hostname,ignore_client_requested_options,known_clients_option,lease_scavenge_time,lease_time,mac_filter_rules,member,ms_server,_new_ms_server,nac_filter_rules,name,network_view,next_server,option_filter_rules,option_logic_filters,pxe_lease_time,range_high_water_mark,range_high_water_mark_reset,range_low_water_mark,range_low_water_mark_reset,recycle_leases,relay_agent_filter_rules,routers,server_association_type,threshold_email_addresses,unknown_clients_option,update_dns_on_lease_renewal,EA-Site,EA-Site Code,EA-ex,OPTION-11,OPTION-150,OPTION-176,OPTION-242,OPTION-49,OPTION-66,OPTION-67
header-reservedrange,end_address*,_new_end_address,start_address*,_new_start_address,basic_polling_settings,comment,disabled,discovery_member,enable_discovery,exclusion_ranges,name,network_view
dhcprange,10.242.44.126,,10.242.44.21,,False,,,,DHCP,,False,,False,,,,,False,False,,,,,,,,,,,uk-maid-ib1.myl.com,,,,DHCP,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,"172.19.180.36, 172.19.180.35",,,,,
reservedrange,10.242.44.20,,10.242.44.1,,,STATIC,True,,,,STATIC,default
dhcprange,10.242.48.126,,10.242.48.21,,False,,,,DHCP,,False,,False,,,,,False,False,,,,,,,,,,,bel-wav-ib1.myl.com,,,,DHCP,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
reservedrange,10.242.48.20,,10.242.48.1,,,STATIC,True,,,,STATIC,default
dhcprange,10.242.49.126,,10.242.49.31,,False,,,,DHCP,,False,,False,,,,,False,False,,,,,,,,,,,bel-wav-ib1.myl.com,,,,DHCP,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,"172.19.180.36, 172.19.180.35",,,,,
reservedrange,10.242.49.30,,10.242.49.1,,,STATIC,True,,,,STATIC,default
dhcprange,10.242.52.126,,10.242.52.21,,False,,,,DHCP,,False,,False,,,,,False,False,,,,,,,,,,,hrv-zag-ib1.myl.com,,,,DHCP,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
reservedrange,10.242.52.20,,10.242.52.1,,,STATIC,True,,,,STATIC,default
dhcprange,10.242.53.126,,10.242.53.31,,False,,,,DHCP,,False,,False,,,,,False,False,,,HRV-FOA,,,,,,,,hrv-zag-ib1.myl.com,,,,DHCP,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
reservedrange,10.242.53.30,,10.242.53.1,,,STATIC,True,,,,STATIC,default
reservedrange,10.242.60.126,,10.242.60.21,,,DHCP,False,,,,DHCP,default
reservedrange,10.242.60.20,,10.242.60.1,,,STATIC,True,,,,STATIC,default
reservedrange,10.242.61.126,,10.242.61.31,,,DHCP,False,,,,DHCP,default
reservedrange,10.242.61.30,,10.242.61.1,,,STATIC,True,,,,STATIC,default
reservedrange,10.242.64.126,,10.242.64.21,,,DHCP,False,,,,DHCP,default
reservedrange,10.242.64.20,,10.242.64.1,,,STATIC,True,,,,STATIC,default
reservedrange,10.242.68.126,,10.242.68.21,,,DHCP,False,,,,DHCP,default
reservedrange,10.242.68.20,,10.242.68.1,,,STATIC,True,,,,STATIC,default
reservedrange,10.242.69.126,,10.242.69.31,,,DHCP,False,,,,DHCP,default
reservedrange,10.242.69.30,,10.242.69.1,,,STATIC,True,,,,STATIC,default
reservedrange,10.242.65.126,,10.242.65.31,,,,False,,,,DHCP,default
reservedrange,10.242.65.30,,10.242.65.1,,,,True,,,,STATIC,default
dhcprange,10.240.28.126,,10.240.28.21,,False,,,,,,False,,False,,,,,False,False,,,,,,,,,,,slo-lju-ib1.myl.com,,,,MYLOW,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.242.28.126,,10.242.28.21,,False,,,,,,False,,False,,,,,False,False,,,,,,,,,,,slo-lju-ib1.myl.com,,,,MYLVW,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.240.29.126,,10.240.29.31,,False,,,,,,False,,False,,,,,False,False,,,,,,,,,,,slo-lju-ib1.myl.com,,,,DATA,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,172.24.32.254,,172.24.32.40,,False,,,,,,False,,False,,,,,False,False,,,PSM-FOA,,,,,,,,ind-psm-ib1.myl.com,,,,PSM-VOIP-VLAN3032,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.19.189.126,,172.19.189.21,,False,,,,,,False,,False,,,,,False,False,,,STO-FOA,,,,,,,,,,,,SWE-VALA-3189,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.18.189.126,,172.18.189.21,,False,,,,,,False,,False,,,,,False,False,,,STO-FOA,,,,,,,,,,,,SWE-VLAN-189,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
reservedrange,10.240.81.126,,10.240.81.31,,,,False,,,,Bratislava Slovakia - Data,default
reservedrange,10.240.81.30,,10.240.81.1,,,,True,,,,Reserve,default
reservedrange,10.242.80.20,,10.242.80.1,,,STATIC,True,,,,STATIC,default
reservedrange,10.242.80.126,,10.242.80.21,,,MYLVW DHCP,False,,,,MYLVW DHCP,default
reservedrange,10.240.80.20,,10.240.80.1,,,STATIC,True,,,,STATIC,default
reservedrange,10.240.80.126,,10.240.80.21,,,MYLOW,False,,,,MYLOW,default
reservedrange,10.240.80.134,,10.240.80.129,,,STATIC,True,,,,STATIC,default
reservedrange,10.240.80.254,,10.240.80.135,,,MYLTW DHCP,False,,,,MYLTW DHCP,default
reservedrange,10.242.227.20,,10.242.227.1,,,STATIC,True,,,,STATIC,default
reservedrange,10.242.225.20,,10.242.225.1,,,STATIC,True,,,,STATIC,default
reservedrange,192.168.244.254,,192.168.244.1,,,EPD Printer  Nating,True,,,,EPD Printer  Nating,default
reservedrange,10.240.49.14,,10.240.49.1,,,STATIC,True,,,,STATIC,default
dhcprange,172.18.52.254,,172.18.52.140,,False,,,,,,False,,False,,,,,False,False,,,,,,,,,,,swi-zur-infblx.myl.com,,,,ZUR-MYLVW-VLAN11,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,172.16.63.15,,172.16.63.12,,False,,,,"/30	Puerto Rico
reservedrange,172.16.63.19,,172.16.63.16,,,/30	Puerto Rico",,False,,False,,,,,False,False,,,,,,,,,,,pur-infblx1.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
reservedrange,172.16.63.19,,172.16.63.16,,,"/30	Puerto Rico
",True,,,,PUR-SP-TWAN,default
dhcprange,172.16.63.23,,172.16.63.20,,False,,,,"/30	Puerto Rico
reservedrange,172.25.119.19,,172.25.119.16,,,/30	Taiwan",,False,,True,,,,,False,False,,,,,,,,,,,pur-infblx1.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
reservedrange,172.25.119.19,,172.25.119.16,,,"/30	Taiwan
",True,,,,Taiwan WAAS,default
reservedrange,172.25.119.11,,172.25.119.8,,,"/30	Taiwan
reservedrange,172.26.150.115,,172.26.150.112,,,/30	Southpointe",True,,,,,default
reservedrange,172.26.150.115,,172.26.150.112,,,"/30	Southpointe
",True,,,,SPE-WAAS,default
reservedrange,172.26.150.139,,172.26.150.136,,,"/30	NEX, Morgantown
",False,,,,NEX-DIST1 - CFCORE TRANSIT,default
reservedrange,172.26.150.143,,172.26.150.140,,,"/30	NEX, Morgantown
",False,,,,NEX-DIST2 - CFCORE TRANSIT,default
reservedrange,172.26.150.147,,172.26.150.144,,,"/30	NEX, Morgantown
",True,,,,NEX-DIST1 - EOBCORE TRANSIT,default
reservedrange,172.26.150.151,,172.26.150.148,,,"/30	NEX, Morgantown
",True,,,,NEX-DIST2 - EOBCORE TRANSIT,default
reservedrange,172.26.150.155,,172.26.150.152,,,"/30	GBR, Morgantown
",False,,,,MGW-GBR-DIST1 - EOBDRTR1 TRANSIT,default
reservedrange,172.26.150.159,,172.26.150.156,,,"/30	GBR, Morgantown
",True,,,,MGW-GBR-DIST2 - EOBDRTR2 TRANSIT,default
reservedrange,172.26.150.163,,172.26.150.160,,,"/30	GBR, Morgantown
",True,,,,MGW-GBR-DIST1 - GBR-DIST2 TRANSIT,default
reservedrange,172.26.150.167,,172.26.150.164,,,"/30	GBR, Morgantown
",True,,,,MGW-GBR-DIST1 - TRANSIT,default
reservedrange,172.26.150.175,,172.26.150.172,,,"/30	GBR, Morgantown
",True,,,,MGW-GBR-DIST2 - CFCORE TRANSIT,default
reservedrange,172.26.150.187,,172.26.150.184,,,"/30	EOB, Morgantown
",True,,,,TRANSIT MGW-EOBDRTR1 - MGW-EOB-PSTN2,default
reservedrange,172.26.150.191,,172.26.150.188,,,"/30	EOB, Morgantown
",True,,,,MGW-EOBDRTR2   ,default
reservedrange,172.26.150.203,,172.26.150.200,,,"/30	EOB, Morgantown
",True,,,,EOB-METRO to EOBDRTR1,default
reservedrange,172.26.150.207,,172.26.150.204,,,"/30	EOB, Morgantown
",True,,,,EOB-METRO to EOBDRTR2,default
reservedrange,172.26.150.43,,172.26.150.40,,,"/30	EOB, Morgantown
",True,,,,TRANSIT MGW-EOBDRTR1 TO CFDRTR1,default
reservedrange,172.26.150.47,,172.26.150.44,,,"/30	WBT, Morgantown
",True,,,,MGW-WBTDIST1,default
reservedrange,172.26.150.51,,172.26.150.48,,,"/30	WBT, Morgantown
",True,,,,MGW-WBTCORE   ,default
reservedrange,172.26.150.19,,172.26.150.16,,,"/30	EOB, Morgantown
",True,,,,TRANSIT MWE-EOBDRTR1-EOBDRTR2,default
reservedrange,172.26.150.23,,172.26.150.20,,,"/30	EOB, Morgantown
",True,,,,MGW-EOBDRTR2   ,default
reservedrange,172.26.150.55,,172.26.150.52,,,"/30	WBT, Morgantown
",True,,,,MGW-WBTDIST2,default
reservedrange,172.26.150.59,,172.26.150.56,,,"/30	EOB, Morgantown
",True,,,,MGW-EOBDRTR2   ,default
reservedrange,172.26.150.63,,172.26.150.60,,,"/30	EOB, Morgantown
",True,,,,TRANSIT-MGW-WBTCORE TO EOBDRTR1,default
reservedrange,172.26.150.67,,172.26.150.64,,,"/30	WBT, Morgantown
",True,,,,MGW-WBTDIST2,default
reservedrange,172.26.150.71,,172.26.150.68,,,"/30	WBT, Morgantown
",True,,,,MGW-WBTDIST1,default
reservedrange,172.26.150.75,,172.26.150.72,,,"/30	EOB, Morgantown
",True,,,,MGW-EOBDRTR2   ,default
reservedrange,172.26.150.79,,172.26.150.76,,,"/30	EOB, Morgantown
",True,,,,TRANSIT MGW-EOBDRTR1 - MGW-CFCORE,default
reservedrange,172.26.150.87,,172.26.150.84,,,"/30	WBT, Morgantown
",True,,,,MGW-WBTCORE   ,default
reservedrange,172.26.150.91,,172.26.150.88,,,"/30	WBT, Morgantown
reservedrange,172.26.81.15,,172.26.81.12,,,/30	Collins Ferry",True,,,,,default
reservedrange,172.26.81.15,,172.26.81.12,,,"/30	Collins Ferry
",True,,,,CF-CORE2 - CF-DIST1 PC13,default
reservedrange,172.26.81.19,,172.26.81.16,,,"/30	Collins Ferry
reservedrange,172.26.81.23,,172.26.81.20,,,/30	Collins Ferry",True,,,,,default
reservedrange,172.26.81.23,,172.26.81.20,,,"/30	Collins Ferry
",True,,,,CF-CORE1 - DR-DIST1 PC15,default
reservedrange,172.26.81.27,,172.26.81.24,,,"/30	Collins Ferry
reservedrange,172.26.81.31,,172.26.81.28,,,/30	Collins Ferry",True,,,,,default
reservedrange,172.26.81.31,,172.26.81.28,,,"/30	Collins Ferry
",True,,,,CF-CORE2 - CF-DIST1 PC17,default
reservedrange,172.26.81.35,,172.26.81.32,,,"/30	Collins Ferry
reservedrange,172.26.81.39,,172.26.81.36,,,/30	Collins Ferry",True,,,,,default
reservedrange,172.26.81.39,,172.26.81.36,,,"/30	Collins Ferry
",True,,,,INSIDE-RTR01 - CF-CORE1,default
reservedrange,172.26.81.43,,172.26.81.40,,,"/30	Collins Ferry
reservedrange,172.26.81.47,,172.26.81.44,,,/30	Collins Ferry",True,,,,,default
reservedrange,172.26.81.47,,172.26.81.44,,,"/30	Collins Ferry
",True,,,,CF-SILVERPEAK1,default
reservedrange,172.26.81.51,,172.26.81.48,,,"/30	Collins Ferry
reservedrange,172.26.81.7,,172.26.81.4,,,/30	Collins Ferry",True,,,,,default
reservedrange,172.26.81.7,,172.26.81.4,,,"/30	Collins Ferry
",True,,,,CORE1 - CFDIST1 PC11,default
reservedrange,172.26.81.11,,172.26.81.8,,,"/30	Collins Ferry
reservedrange,172.26.80.240,,172.26.80.224,,,/28	Collins Ferry",True,,,,,default
reservedrange,172.26.80.240,,172.26.80.224,,,"/28	Collins Ferry
",False,,,,172.26.80.224/28 CF GUEST WIRELESS MGT Vlan 192,default
reservedrange,172.16.63.7,,172.16.63.1,,,"/29	Puerto Rico
reservedrange,172.20.70.127,,172.20.70.112,,,/28	GDC",False,,,,,default
reservedrange,172.20.70.127,,172.20.70.112,,,"/28	GDC
",False,,,,Oracle RAC9 PA Vlan 419,default
reservedrange,172.20.70.143,,172.20.70.128,,,"/28	GDC
reservedrange,172.20.70.159,,172.20.70.144,,,/28	GDC",False,,,,,default
reservedrange,172.20.70.159,,172.20.70.144,,,"/28	GDC
",False,,,,Oracle RAC11 POC Vlan 421,default
reservedrange,172.20.70.175,,172.20.70.160,,,"/28	GDC
reservedrange,172.20.70.191,,172.20.70.176,,,/28,False,,,,GDC,default
reservedrange,172.20.70.207,,172.20.70.192,,,/28	GDC",False,,,,,default
reservedrange,172.20.70.191,,172.20.70.176,,,/28,False,,,,GDC,default
reservedrange,172.20.70.207,,172.20.70.192,,,"/28	GDC
",False,,,,GDC,default
reservedrange,172.20.70.223,,172.20.70.208,,,/28,False,,,,GDC,default
reservedrange,172.20.70.239,,172.20.70.224,,,/28,False,,,,GDC,default
reservedrange,172.20.70.254,,172.20.70.240,,,/28,False,,,,GDC,default
reservedrange,172.20.70.31,,172.20.70.16,,,/28,False,,,,Oracle RAC3 POC Vlan 413,default
reservedrange,172.20.70.47,,172.20.70.32,,,/28,False,,,,Oracle RAC4 POC Vlan 414,default
reservedrange,172.20.70.63,,172.20.70.48,,,/28,False,,,,Oracle RAC5 POC Vlan 415,default
reservedrange,172.20.70.79,,172.20.70.64,,,,False,,,,Oracle RAC6 POC Vlan 416,default
reservedrange,172.20.70.82,,172.20.70.80,,,/28,False,,,,Oracle RAC7 POC Vlan 417,default
reservedrange,172.20.70.95,,172.20.70.83,,,/28,False,,,,Oracle RAC8 POC Vlan 418,default
reservedrange,172.20.70.111,,172.20.70.96,,,/28,False,,,,Oracle RAC8 POC Vlan 418,default
reservedrange,172.18.103.190,,172.18.103.176,,,"/28	EMEA, DC
",False,,,,EMEA DC ,default
reservedrange,172.18.103.223,,172.18.103.208,,,"/28	EMEA, DC
",False,,,,EMEA DC ,default
reservedrange,172.18.103.239,,172.18.103.224,,,"/28	EMEA, DC
",False,,,,EMEA DC ,default
reservedrange,172.18.103.254,,172.18.103.240,,,"/28	EMEA, DC
",False,,,,EMEA DC GUEST WIRELESS MGT,default
reservedrange,204.128.6.254,,204.128.6.224,,,"/27	Collins Ferry
reservedrange,204.128.6.63,,204.128.6.32,,,/27	Collins Ferry",False,,,,,default
reservedrange,204.128.6.63,,204.128.6.32,,,"/27	Collins Ferry
",False,,,,DMZ Routers,default
reservedrange,204.128.6.95,,204.128.6.64,,,"/27	Collins Ferry
reservedrange,172.25.119.191,,172.25.119.128,,,/26	Taiwan",False,,,,,default
reservedrange,172.25.119.191,,172.25.119.128,,,"/26	Taiwan
",False,,,,Taiwan MYLOW,default
reservedrange,10.240.136.30,,10.240.136.1,,,STATIC,True,,,,STATIC,default
reservedrange,10.240.128.39,,10.240.128.1,,,STATIC,True,,,,STATIC,default
dhcprange,10.240.224.126,,10.240.224.21,,False,,,,Server Farm,,False,,True,,,,,False,False,,,,,,,,,,,ita-rom-ib1.myl.com,,,,Server Farm,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.240.225.254,,10.240.225.31,,False,,,,DATA-4th floor,,False,,False,,,,,False,False,,,,,,,,,,,ita-rom-ib1.myl.com,,,,DATA-4th floor,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.240.225.30,,10.240.225.1,,False,,,,DATA - static,,False,,True,,,,,False,False,,,,,,,,,,,ita-rom-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.240.226.254,,10.240.226.31,,False,,,,DATA-5th floor,,False,,False,,,,,False,False,,,,,,,,,7200,,ita-rom-ib1.myl.com,,,,DATA-5th floor,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.240.226.30,,10.240.226.1,,False,,,,Static,,False,,True,,,,,False,False,,,,,,,,,,,ita-rom-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.240.227.254,,10.240.227.31,,False,,,,MYLOW,,False,,False,,,,,False,False,,,,,,,,,,,ita-rom-ib1.myl.com,,,,MYLOW,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.240.227.30,,10.240.227.1,,False,,,,Static,,False,,True,,,,,False,False,,,,,,,,,,,ita-rom-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.240.228.254,,10.240.228.31,,False,,,,MYLTW,,False,,False,,,,,False,False,,,,,,,,,,,ita-rom-ib1.myl.com,,,,MYLTW,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.242.225.254,,10.242.225.21,,False,,,,VOIP- 4th floor,,False,,False,,,,,False,False,,,,,,,,,,,ita-rom-ib1.myl.com,,,,VOIP- 4th floor,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.242.226.254,,10.242.226.31,,False,,,,VOIP 5th floor,,False,,False,,,,,False,False,,,,,,,,,,,ita-rom-ib1.myl.com,,,,VOIP 5th floor,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,"172.19.180.36, 172.19.180.35",,,,,
dhcprange,10.242.227.254,,10.242.227.21,,False,,,,MYLVW,,False,,False,,,,,False,False,,,ROM-FOA,,,,,,,,ita-rom-ib1.myl.com,,,,MYLVW,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,10.240.228.30,,10.240.228.1,,False,,,,Static,,False,,True,,,,,False,False,,,,,,,,,,,ita-rom-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,172.28.200.254,,172.28.200.31,,False,,,,,,False,,False,,,,,False,False,,,FDF3-FOA,,,,,,28800,,ind-6tidr-ib.myl.com,,,,VALA-200,default,,,,,95,85,0,10,,,172.28.200.1,FAILOVER,,,,,,,,,,,,,
dhcprange,172.28.201.254,,172.28.201.31,,False,,,,,,False,,False,,,,,False,False,,,FDF3-FOA,,,,,,604800,,ind-6tidr-ib.myl.com,,,,VLAN-283,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.28.202.254,,172.28.202.31,,False,,,,,,False,,False,,,,,False,False,,,FDF3-FOA,,,,,,,,ind-6tidr-ib.myl.com,,,,VLAN-282,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.28.203.254,,172.28.203.31,,False,,,,,,False,,False,,,,,False,False,,,,,,,,,,,ind-6tidr-ib.myl.com,,,,VLAN-281,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,172.25.200.218,,172.25.200.51,,False,,,,,,False,,False,,,,,False,False,,,FDF3-FOA,,,,,,,,ind-6tidr-ib.myl.com,,,,DATA-VLAN200,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.25.201.254,,172.25.201.31,,False,,,,,,False,,False,,,,,False,False,,,FDF3-FOA,,,,,,,,ind-6tidr-ib.myl.com,,,,DATA-VALn201,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.25.202.254,,172.25.202.31,,False,,,,,,False,,False,,,,,False,False,,,FDF3-FOA,,,,,,,,ind-6tidr-ib.myl.com,,,,DATA-VLAN202,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,172.24.200.254,,172.24.200.21,,False,,,,,,False,,False,,,,,False,False,,,FDF3-FOA,,,,,,,,ind-6tidr-ib.myl.com,,,,VOIP-VLAN3200,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
reservedrange,10.240.224.20,,10.240.224.1,,,STATIC,True,,,,STATIC,default
dhcprange,10.240.185.254,,10.240.185.31,,False,,,,DATA,,False,,False,,"10.250.31.41,10.250.31.23",,,False,False,,,EMEADC,,,,,,,,,,,,DATA,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,10.240.185.30,,10.240.185.1,,False,,,,static,,False,,True,,,,,False,False,,,EMEADC,,,,,,,,,,,,static,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,10.242.185.240,,10.242.185.21,,False,,,,VOIP,,False,,False,,"10.250.31.41,10.250.31.23",,,False,False,,,EMEADC,,,,,,,,,,,,VOIP,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,"172.19.180.68, 172.19.180.60",,,,,
reservedrange,10.240.136.62,,10.240.136.51,,,Access Points,True,,,,Access Points,default
dhcprange,10.120.179.220,,10.120.176.31,,False,,,,FRA_SUR-TOIP,,False,,False,,,,,False,False,,,,,,,,,,,fra-sur-ib1.myl.com,,,,TOIP,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.120.169.254,,10.120.169.1,,False,,,,FRA-SUR-Server,,False,,True,,,,,False,False,,,,,,,,,,,fra-sur-ib1.myl.com,,,,Server,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.120.167.240,,10.120.164.31,,False,,,,FRA-SUR-DATA,,False,,False,,,,,False,False,,,,,,,,,,,fra-sur-ib1.myl.com,,,,DATA,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.31.159.238,,10.31.159.129,,False,,,,"Suresnes, FR F-11-A Voice
dhcprange,10.31.159.110,,10.31.159.1,,False,,,,Suresnes",fr l2-a voice,False,,False,,,,,False,False,,,,,,,,,,,fra-sur-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.31.159.110,,10.31.159.1,,False,,,,"Suresnes, FR L2-A Voice
",,False,,False,,,,,False,False,,,,,,,,,,,fra-sur-ib1.myl.com,,,,"Suresnes, FR L2-A Voice",default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.31.158.238,,10.31.158.129,,False,,,,"Suresnes, FR 61-A Voice
dhcprange,10.31.158.110,,10.31.158.1,,False,,,,Suresnes",fr 51-a voice,False,,False,,,,,False,False,,,,,,,,,,,fra-sur-ib1.myl.com,,,,,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.31.158.110,,10.31.158.1,,False,,,,"Suresnes, FR 51-A Voice
",,False,,False,,,,,False,False,,,,,,,,,,,fra-sur-ib1.myl.com,,,,"Suresnes, FR 51-A Voice",default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.31.157.238,,10.31.157.129,,False,,,,"Suresnes, FR 41-A Voice
",,False,,False,,,,,False,False,,,,,,,,,,,fra-sur-ib1.myl.com,,,,"Suresnes, FR 41-A Voice",default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,150.251.227.254,,150.251.226.1,,False,,,,OLD_unused,,False,,True,,,,,False,False,,,,,,,,,,,fra-sur-ib1.myl.com,,,,OLD_unused,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
reservedrange,172.20.9.85,,172.20.9.82,,,,False,,,,load blancer,default
reservedrange,172.20.9.88,,172.20.9.86,,,,False,,,,Load blancer,default
reservedrange,172.20.9.193,,172.20.9.192,,,,False,,,,load,default
reservedrange,172.20.9.220,,172.20.9.219,,,,False,,,,Load blancer,default
reservedrange,10.240.180.30,,10.240.180.1,,,STATIC,False,,,,STATIC,default
dhcprange,10.240.180.254,,10.240.180.31,,False,,,,Hannover Germany - DATA,,False,,False,,,,,False,False,,,,,,,,,,,deu-han-ib1.myl.com,,,,Hannover Germany - DATA,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
reservedrange,10.240.183.20,,10.240.183.1,,,static,True,,,,static,default
dhcprange,10.240.183.254,,10.240.183.21,,False,,,,Hannover Germany - MYLTW - WLANDATA,,False,,False,,,,,False,False,,,,,,,,,,,deu-han-ib1.myl.com,,,,Hannover Germany - MYLTW - WLANDATA,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
reservedrange,10.242.180.20,,10.242.180.1,,,static,True,,,,static,default
dhcprange,10.242.180.254,,10.242.180.21,,False,,,,Hannover Germany - VOICE,,False,,False,,,,,False,False,,,,,,,,,,,deu-han-ib1.myl.com,,,,Hannover Germany - VOICE,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
reservedrange,10.242.179.20,,10.242.179.1,,,static,True,,,,static,default
dhcprange,10.242.179.254,,10.242.179.21,,False,,,,Hannover Germany - VOICE,,False,,False,,,,,False,False,,,,,,,,,,,deu-han-ib1.myl.com,,,,Hannover Germany - VOICE,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
reservedrange,10.242.178.20,,10.242.178.1,,,static,True,,,,static,default
dhcprange,10.242.178.254,,10.242.178.21,,False,,,,Hannover Germany - VOICE,,False,,False,,,,,False,False,,,,,,,,,,,deu-han-ib1.myl.com,,,,Hannover Germany - VOICE,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
reservedrange,10.242.182.20,,10.242.182.1,,,static,True,,,,static,default
dhcprange,10.242.182.254,,10.242.182.21,,False,,,,Hannover Germany - MYLVW - WLANVOICE,,False,,False,,,,,False,False,,,,,,,,,,,deu-han-ib1.myl.com,,,,Hannover Germany - MYLVW - WLANVOICE,default,,,,,95,85,0,10,,,<empty>,MEMBER,,,,,,,,,,,,,
reservedrange,172.25.212.16,,172.25.212.12,,,IP given to Antony Gnanaraj for RITM0412232,False,,,,RITM0412232,default
dhcprange,10.121.221.200,,10.121.220.1,,False,,,,"France, Chatillion -Old DATA",,False,,False,,,,,False,False,,,FRA-CHA-FOA,,,,,,,,fra-7gcha-ib.myl.com,,,,EPD-DATA,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
dhcprange,10.121.221.254,,10.121.221.201,,False,,,,Static,,False,,True,,,,,False,False,,,,,,,,,,,fra-7gcha-ib.myl.com,,,,EPD-DATA,default,,,,,95,85,0,10,,,,MEMBER,,,,,,,,,,,,,
dhcprange,10.31.68.238,,10.31.68.129,,False,,,,DHCP,,False,,False,,,,,False,False,,,FRA-CHA-FOA,,,,,,,,fra-7gcha-ib.myl.com,,,,DHCP,default,,,,,95,85,0,10,,,,FAILOVER,,,,,,,,,,,,,
